('2017-05-01 15:57:03', '$JPM:\n\nNew SEC Filing for JPM: Form 424B2 (No. 0001140361-17-017485):\n\nhttps://t.co/HWuO6Z6wHh')
('2017-04-30 05:49:09', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:49:08', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:49:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:49:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:49:02', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:49:02', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:49:01', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:59', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:59', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:58', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:56', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:50', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:49', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:43', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:39', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:38', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:34', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:32', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:30', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:29', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:29', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:27', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:26', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:25', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:22', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:20', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:20', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:17', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:16', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:14', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:14', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:13', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:10', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:08', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:01', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:48:00', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:57', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:54', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:43', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:42', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:41', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:40', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:36', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:36', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:30', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:30', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:30', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:26', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:25', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:23', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:17', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:17', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:15', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:13', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:11', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:08', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:08', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:03', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:47:01', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:59', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:54', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:53', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:53', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:50', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:49', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:48', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:45', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:42', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:42', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:41', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:40', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:40', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:37', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:34', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:34', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:33', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:33', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:33', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:32', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:31', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:31', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:29', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:28', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:26', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:24', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:24', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:22', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:19', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:16', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:16', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:16', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:15', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:00', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:46:00', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:45:58', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:45:54', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:45:51', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:45:49', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
('2017-04-30 05:45:49', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt‰Û_')
