('2017-04-26 23:55:56', 'Market Commentary For Thursday Apr 27 $JPM $ORLY $BA $WTW $NFLX $IRBT $DECK
('2017-04-22 10:00:57', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Capital International Ltd. CA https://t.co/jkOoQT6uMC #stocks')
('2017-04-22 10:00:57', 'L &amp; S Advisors Inc Takes Position in JPMorgan Chase &amp; Co. $JPM https://t.co/zevNiurhJq #stocks')
('2017-04-22 09:56:07', 'JPMorgan Chase &amp; Co. Target of Unusually High Options Trading $JPM https://t.co/Bu2ghdWWHz')
('2017-04-22 09:31:10', 'Commented on StockTwits: 3 of 5 $INTC $JNJ $JPM $KO $MCD $MMM dark red arrows strong sell signals â€_â€_ https://t.co/FpDZvxrg1Z')
('2017-04-22 08:48:56', 'Too Big to Fail by Andrew Ross Sorkin: https://t.co/XzYLkuL2ha $SPY $VIX $C $JPM $WFC $GS $AIG $CS $MS $FNMA $BAC')
('2017-04-22 06:41:39', 'RT @KimbleCharting: NYSE Banks and Junk testing key resistance levels. $XLF $BAC $JPM $JNK https://t.co/Ng56Hl0HVU https://t.co/jiSDreySTX')
('2017-04-22 06:19:40', 'RT @CNBCClosingBell: Top stocks leading the Dow: $BA $JPM $NKE $GS $UNH https://t.co/DZnBdXnQI6')
('2017-04-22 05:57:16', 'JPMorgan Chase &amp; Co. $JPM Getting Very Favorable Press Coverage Report Shows https://t.co/kr0Rr6t5LA')
('2017-04-22 05:31:37', 'New Update: @GoldmanSachs said to still need cash. media blackout continues. $JPM $Citi named as possible counter parties.\n$GS \n@FT @RT_com')
('2017-04-22 05:29:41', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/UI6zxS1fLZ')
('2017-04-22 05:10:06'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/kPboxxr4Ox $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:50:13'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/ahimqVpBnW $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:45:07'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/LxoFHkJeLf $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:35:03'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/GzN1ejwV4m $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:30:15'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/LoQC1JAu2l $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:25:03'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/NsIdKlatAs $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:20:05'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/ibaiecPsRR $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:15:06'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/fhMmdjxaHM $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:10:05'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/8Rb3ECvffD $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:05:06'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/FKjRAxswVC $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 04:05:06', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/kPboxxr4Ox $jpm $csco #FridayBlogs #NYC')
('2017-04-22 04:00:23'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/wxAc60pNhn $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 03:55:04'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/kip5oGN9Vd $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 03:50:06'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/yQYLOKn5Qu $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 03:45:08', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/ahimqVpBnW $jpm $csco #FridayBlogs #NYC')
('2017-04-22 03:40:07'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/Yycairc0fy $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 03:40:06', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/LxoFHkJeLf $jpm $csco #FridayBlogs #NYC')
('2017-04-22 03:35:06', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/ddJt5HPd04 $jpm $csco #FridayBlogs #NYC')
('2017-04-22 03:35:05'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/vT9HmoiNbp $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 03:30:15', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/GzN1ejwV4m $jpm $csco #FridayBlogs #NYC')
('2017-04-22 03:30:15'," ""#ironbound is set to break a company #record during today's #livetweet https://t.co/SOm8rjvuBZ $jpm $nvda $cvx $hpq #FridayFeeling"")"
('2017-04-22 03:25:04', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/LoQC1JAu2l $jpm $csco #FridayBlogs #NYC')
('2017-04-22 03:20:16', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/NsIdKlatAs $jpm $csco #FridayBlogs #NYC')
('2017-04-22 03:16:25', '#JPMorganChase JP Morgan Stable Value Fund Suit Gets Class Certification. Read more: https://t.co/f2PH378NCm $JPM')
('2017-04-22 03:05:04', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/8Rb3ECvffD $jpm $csco #FridayBlogs #NYC')
('2017-04-22 03:00:27', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/FKjRAxswVC $jpm $csco #FridayBlogs #NYC')
('2017-04-22 02:55:05', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/wxAc60pNhn $jpm $csco #FridayBlogs #NYC')
('2017-04-22 02:45:07', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/yQYLOKn5Qu $jpm $csco #FridayBlogs #NYC')
('2017-04-22 02:35:05', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/Yycairc0fy $jpm $csco #FridayBlogs #NYC')
('2017-04-22 02:30:18', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/vT9HmoiNbp $jpm $csco #FridayBlogs #NYC')
('2017-04-22 02:25:05', 'The #hashtag #theory of #seo #searchengineoptimization was #developed here - https://t.co/SOm8rjvuBZ $jpm $csco #FridayBlogs #NYC')
('2017-04-22 02:12:57', 'Keep It 100 https://t.co/GoXWp9S5Uf $JPM $JNJ $BAYZF $DD $TWX $GS $SBUX $LOW $WBA $ABT')
('2017-04-22 02:09:28', '$JPM filed Form 3 with the SEC. Most mentioned words: preferred series chase convertible price')
('2017-04-22 01:56:39'," ""RT @StockTwits: The 3 BEST performing stocks in the Dow this year\n\n$AAPL +29%\n$BA +25%\n$JPM +23%\n\nHere's the full list: https://t.co/R9bedaâ€_"")"
('2017-04-22 01:50:07', '#manage strategic #risk at https://t.co/kPboxxr4Ox #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 01:30:19', '#manage strategic #risk at https://t.co/ahimqVpBnW #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 01:20:07', '#manage strategic #risk at https://t.co/ddJt5HPd04 #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 01:17:58'," ""RT @ChartMill: The 3 BEST performing stocks in the Dow this year\n\n$AAPL +29%\n$BA +25%\n$JPM +23%\n\nHere's the full list:  https://t.co/rttqyBâ€_"")"
('2017-04-22 01:15:11', '#manage strategic #risk at https://t.co/GzN1ejwV4m #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 01:11:53', 'Today sold $IAC $EA $PLAY covered $ADI $JPM bought $URI $WYNN stock $SCHW LT $GDX ST calls and $VXX call spreads.')
('2017-04-22 01:10:07', '#manage strategic #risk at https://t.co/LoQC1JAu2l #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 01:09:40'," ""The 3 BEST performing stocks in the Dow this year\n\n$AAPL +29%\n$BA +25%\n$JPM +23%\n\nHere's the full list:  https://t.co/rttqyB645g"")"
('2017-04-22 01:05:07', '#manage strategic #risk at https://t.co/NsIdKlatAs #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 01:00:40', '#manage strategic #risk at https://t.co/ibaiecPsRR #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:55:07', '#manage strategic #risk at https://t.co/fhMmdjxaHM #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:50:09', '#manage strategic #risk at https://t.co/8Rb3ECvffD #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:45:12', '#manage strategic #risk at https://t.co/FKjRAxswVC #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:40:09', '#manage strategic #risk at https://t.co/wxAc60pNhn #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:35:06', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/kPboxxr4Ox $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-22 00:35:06', '#manage strategic #risk at https://t.co/kip5oGN9Vd #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:30:24', '#manage strategic #risk at https://t.co/yQYLOKn5Qu #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:20:17', '#manage strategic #risk at https://t.co/Yycairc0fy #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:15:10', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/ahimqVpBnW $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-22 00:15:10', '#manage strategic #risk at https://t.co/vT9HmoiNbp #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:10:09', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/LxoFHkJeLf $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-22 00:10:08', '#manage strategic #risk at https://t.co/SOm8rjvuBZ #support #assess with #quantitative #objectives $jpm $csco $xlp #FridayFeeling')
('2017-04-22 00:05:07', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/ddJt5HPd04 $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-22 00:00:59', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/GzN1ejwV4m $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:55:05', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/LoQC1JAu2l $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:50:07', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/NsIdKlatAs $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:45:36', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/BorKfMhWjb')
('2017-04-21 23:45:08', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/kPboxxr4Ox $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 23:45:08', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/ibaiecPsRR $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:42:17', 'RT @jpmorgan: What does declining mall traffic at U.S. malls mean for brick-and-mortar stores? Read $JPM Research insights: https://t.co/7Dâ€_')
('2017-04-21 23:42:00', 'RT @jpmorgan: $JPM Research analyzed satellite #data of mall traffic. Hereâ€™s what it shows about U.S. retail: https://t.co/7D08PxCsAv httpsâ€_')
('2017-04-21 23:41:54', 'RT @jpmorgan: $JPM Research Update: #Economist Michael Feroli on the outlook for the U.S. consumer. https://t.co/kkaV5vO4RU')
('2017-04-21 23:40:09', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/fhMmdjxaHM $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:35:06', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/8Rb3ECvffD $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:30:24', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/FKjRAxswVC $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:25:06', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/wxAc60pNhn $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:20:10', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/kip5oGN9Vd $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:20:10', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/LxoFHkJeLf $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 23:15:22', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/yQYLOKn5Qu $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:15:22', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/ddJt5HPd04 $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 23:10:09', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/GzN1ejwV4m $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 23:05:11', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/Yycairc0fy $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:05:10', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/LoQC1JAu2l $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 23:00:46', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/vT9HmoiNbp $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 23:00:45', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/NsIdKlatAs $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:55:07', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/ibaiecPsRR $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:55:07', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/SOm8rjvuBZ $teva $bmy $abbv $hot $v $mdt $axp $dow #CES2018 #AI')
('2017-04-21 22:53:34', 'Bank Stock Roundup: Q1 Earnings Bring Some Respite BofA &amp; U.S. Bancorp Impress https://t.co/ikm2GBBLGg $BAC $WFC $C $JPM')
('2017-04-21 22:50:09', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/fhMmdjxaHM $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:48:11'," ""Fed's #Fischer warns #Trump bank reform changes could be dangerous https://t.co/KlocaFoUjq #mkt $spy #401k $jpm $bac $wfc $c"")"
('2017-04-21 22:45:10', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/8Rb3ECvffD $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:40:08', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/FKjRAxswVC $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:35:06', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/wxAc60pNhn $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:30:25', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/kip5oGN9Vd $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:25:07', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/yQYLOKn5Qu $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:15:12', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/Yycairc0fy $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:10:16', 'RT @VistaPResearch: @MakersFund thanks for follow! See Vista Partners #MarketNews #Investing #Fintech https://t.co/1x6MLaGp0d $DGLT $V $JPMâ€_')
('2017-04-21 22:10:12', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/vT9HmoiNbp $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 22:05:11', 'Are you #SearchMarketing today? #this is the #top #list #website https://t.co/SOm8rjvuBZ $msft $xle $efa $jpm $csco #CES2018 #AI')
('2017-04-21 21:30:37', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/kPboxxr4Ox $efa $jpm $csco #FridayFeeling')
('2017-04-21 21:12:37', '5 Things JPMorgan Chase Wants You to Know https://t.co/X6akQPcR8F $JPM https://t.co/dNPuCoso5n')
('2017-04-21 21:10:14', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/ahimqVpBnW $efa $jpm $csco #FridayFeeling')
('2017-04-21 21:05:13', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/LxoFHkJeLf $efa $jpm $csco #FridayFeeling')
('2017-04-21 21:01:04', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/ddJt5HPd04 $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:58:17', '#JPMorganChase organ Claver IT : AGM results. Read more: https://t.co/LR4fiy2Yw4 $JPM')
('2017-04-21 20:55:08', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/GzN1ejwV4m $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:50:13', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/LoQC1JAu2l $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:45:16', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/NsIdKlatAs $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:40:14', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/ibaiecPsRR $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:35:10', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/fhMmdjxaHM $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:31:49'," ""Goldman's Earnings Miss And What It Means Going Forward https://t.co/2JFvrsnDxA $GS $BAC $C $JPM $MS $XLF"")"
('2017-04-21 20:30:40', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/8Rb3ECvffD $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:28:56', '$JPM Trump orders review of financial rules to prevent future crises https://t.co/uVIs35o1wa')
('2017-04-21 20:27:29', '$JPM Todays trading with JPMorgan Chase &amp; Co. for $84.52 on date April 21 2017. #Finance')
('2017-04-21 20:25:13', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/FKjRAxswVC $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:24:18', 'What a farce.  NOTHING holds the crooks at $GS $JPM etc accountable &amp; @realDonaldTrump is actually easing regulatioâ€_ https://t.co/BJ2ksP2crv')
('2017-04-21 20:20:18', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/wxAc60pNhn $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:15:19', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/kip5oGN9Vd $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:13:18', '$JPM iShares Rakes in Highest Assets for BlackRock in 1Q17 https://t.co/VwedjDTrXi')
('2017-04-21 20:10:14', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/yQYLOKn5Qu $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:05:00'," ""RT @SeekingAlpha: Goldman's Earnings Miss And What It Means Going Forward https://t.co/kyW2qvosKq $BAC $C $JPM $MS $XLF $GS"")"
('2017-04-21 20:04:06', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/d7tBuQ0O2L')
('2017-04-21 20:01:09', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/Yycairc0fy $efa $jpm $csco #FridayFeeling')
('2017-04-21 20:01:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/0JYiGWQclT')
('2017-04-21 19:58:36', 'Dow #Stocks Trend $MSFT $CAT $INTC $MRK $DD $BA $CSCO $AAPL $IBM $MCD $JPM $DIS $UNH $V $HD $TRV $MMM $AXP $GS  @ https://t.co/TvzJfd0RGT')
('2017-04-21 19:55:08', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/vT9HmoiNbp $efa $jpm $csco #FridayFeeling')
('2017-04-21 19:50:11', '#achieve your #goals by #setting #objectives that will #grow your #brand https://t.co/SOm8rjvuBZ $efa $jpm $csco #FridayFeeling')
('2017-04-21 19:46:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/ijybBVuLVM')
('2017-04-21 19:40:12', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/kPboxxr4Ox $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 19:39:52', 'RT @FoxBusiness: 5 things JPMorgan Chase wants you to know $JPM  https://t.co/33bxu85Luf')
('2017-04-21 19:37:03', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/dSyCLlb044')
('2017-04-21 19:34:03', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/Zqzh8h5byO')
('2017-04-21 19:30:40', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/kPboxxr4Ox $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 19:20:12', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/ahimqVpBnW $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 19:15:28'," ""Goldman's Earnings Miss And What It Means Going Forward https://t.co/kyW2qvosKq $BAC $C $JPM $MS $XLF $GS"")"
('2017-04-21 19:15:19', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/LxoFHkJeLf $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 19:10:18', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/ahimqVpBnW $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 19:10:18', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/ddJt5HPd04 $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 19:05:16', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/GzN1ejwV4m $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 19:04:22', 'JPMorgan Chase &amp; Co. $JPM Director James S. Crown Buys 11500 Shares of Stock https://t.co/xTeIuv3Gnv')
('2017-04-21 19:04:21', 'JPMorgan Chase &amp; Co. $JPM Director James S. Crown Buys 11500 Shares of Stock https://t.co/ztwRS6iNPz')
('2017-04-21 19:02:05', '@CortesSteve @federalreserve @POTUS @USTreasury Dodd Frank regulations hurt the banks and let hedge funds &amp; #HFT QUâ€_ https://t.co/s5FtbtIb7M')
('2017-04-21 19:01:34', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/ddJt5HPd04 $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 19:01:34', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/LoQC1JAu2l $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:55:12', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/NsIdKlatAs $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:55:12', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/GzN1ejwV4m $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:50:17', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/LoQC1JAu2l $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:50:17', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/ibaiecPsRR $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:45:20', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/fhMmdjxaHM $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:45:20', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/NsIdKlatAs $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:40:12', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/ibaiecPsRR $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:40:12', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/8Rb3ECvffD $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:38:22'," 'RT @Chase: Take a tour of our ""branch of the future"" model on display at #InvestorDay. $JPM\nhttps://t.co/Yj5JSF5hSI')"
('2017-04-21 18:35:12', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/fhMmdjxaHM $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:32:25', '#JPMorganChase 5 Things #organChase Wants You to Know. Read more: https://t.co/fkRvpmgJbA $JPM')
('2017-04-21 18:30:47', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/8Rb3ECvffD $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:28:27', 'RT @FoxBusiness: 5 things JPMorgan Chase wants you to know $JPM  https://t.co/33bxu85Luf')
('2017-04-21 18:28:07', 'Loading banks... giddy up!\n\n$BAC $C $GS $MS $JPM')
('2017-04-21 18:26:25', '#BREAKING President Trump says Tax Reform package coming next week #WallStreet #stocks $GS $JPM $MS $C $WFC $BAC $BX $BLK $BCS #fridayreads')
('2017-04-21 18:25:46', '$SPY $BAC $GS $JPM $AAPL $FB $AMZN $GOOG next week is perfect setup with earnings H.C vote and taxes. Just need Le Pen to lose!')
('2017-04-21 18:25:10', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/kip5oGN9Vd $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
('2017-04-21 18:25:10', 'Will $gm $psx $ge $f $cvs become a #trilliondollar #megabrand ? https://t.co/FKjRAxswVC $msft $xle $efa $jpm $csco #FridayFeeling')
('2017-04-21 18:23:13', '5 things JPMorgan Chase wants you to know $JPM https://t.co/Ud4K64b2wq\n\nâ€” FOX Business (FoxBusiness) April 21 2017\n\n#MerchantCashAdvance')
('2017-04-21 18:20:14', 'Is now a good time to buy $jpm $snap $bac $ibm $mpc https://t.co/yQYLOKn5Qu $mon $pg $cvx $mrk $cmcsa $txn $snap #FridayFeeling')
